N Drinks Volume Price
2614 Sprite 0.97 39.5
2615 Tea 0.52 5.8
2616 Whiskey 1.12 48.7
2617 Coffee 1.79 32.6
2618 Juice 1.84 10.2
2619 Coffee 1.92 16.2
2620 Milk 0.63 10.5
2621 Water 1.02 27.0
2622 Champagne 1.53 12.7
2623 Wine 0.75 1.1
2624 Tonic 0.23 32.6
2625 Tea 0.55 35.7
2626 Milk 0.26 17.8
2627 Whiskey 1.92 20.8
2628 Cider 0.26 37.5
2629 Vodka 0.35 10.2
2630 Tonic 0.67 20.7
2631 Milk 1.56 33.5
2632 Lemonade 0.78 36.7
2633 Wine 1.22 44.3
2634 Coffee 2.0 7.9
2635 Milk 1.89 45.3
2636 Wine 0.92 40.9
2637 Beer 1.42 27.1
2638 Juice 1.73 43.8
2639 Whiskey 0.8 42.2
2640 Gin 1.23 44.5
2641 Juice 1.15 20.5
2642 Rum 1.22 26.5
2643 Cola 1.54 12.1
2644 Gin 1.61 6.3
2645 Coffee 1.0 2.4
2646 Tea 1.77 30.4
2647 Tonic 0.81 25.2
2648 Gin 1.69 2.0
2649 Champagne 0.67 37.7
2650 Cola 1.55 11.5
2651 Fanta 0.95 8.5
2652 Juice 1.1 22.8
2653 Champagne 1.76 17.4
2654 Brandy 0.76 22.7
2655 Champagne 1.52 40.6
2656 Champagne 1.06 27.5
2657 Brandy 1.61 29.2
2658 Gin 0.62 44.4
2659 Brandy 1.84 4.1
2660 Cider 1.71 11.4
2661 Cider 1.57 32.1
2662 Wine 0.71 28.4
2663 Cola 1.61 20.3
2664 Vodka 1.95 24.3
2665 Coffee 1.51 42.4
2666 Beer 0.32 32.2
2667 Milk 0.95 5.5
2668 Sprite 1.83 21.7
2669 Vodka 1.24 16.7
2670 Champagne 0.21 37.1
2671 Beer 1.8 23.3
2672 Vodka 0.38 27.9
2673 Tonic 1.64 12.6
2674 Rum 0.54 40.0
2675 Beer 1.71 5.7
2676 Beer 0.27 31.2
2677 Brandy 0.89 15.5
2678 Whiskey 0.76 19.2
2679 Champagne 0.86 25.6
2680 Cola 1.98 12.3
2681 Coffee 1.6 34.8
2682 Fanta 1.68 36.3
2683 Lemonade 1.48 42.3
2684 Fanta 0.85 29.5
2685 Tonic 1.21 3.3
2686 Juice 1.81 2.5
2687 Whiskey 1.73 2.4
2688 Soda 1.82 2.5
2689 Brandy 1.63 24.8
2690 Vodka 0.9 25.3
2691 Cola 1.96 2.4
2692 Whiskey 0.65 30.1
2693 Juice 0.4 3.7
2694 Beer 0.38 12.2
2695 Gin 1.81 45.2
2696 Fanta 1.45 18.1
2697 Cola 1.74 40.8
2698 Beer 0.22 37.3
2699 Brandy 1.66 42.2
2700 Soda 1.06 35.4
2701 Lemonade 1.27 45.5
2702 Coffee 1.98 33.7
2703 Tea 0.73 38.1
2704 Lemonade 0.75 11.9
2705 Sprite 2.0 10.4
2706 Fanta 1.42 43.6
2707 Champagne 0.92 31.8
2708 Water 0.54 29.3
2709 Champagne 1.91 9.6
2710 Wine 1.7 25.5
2711 Rum 0.48 2.7
2712 Tea 0.89 22.4
2713 Brandy 1.85 13.8
2714 Gin 0.87 40.2
2715 Juice 1.76 19.2
2716 Milk 1.45 31.8
2717 Water 0.86 18.9
2718 Tea 0.88 46.8
2719 Fanta 0.81 25.2
2720 Lemonade 0.66 21.4
2721 Sprite 0.89 14.2
2722 Fanta 0.81 34.7
2723 Rum 0.96 24.2
2724 Milk 0.99 18.1
2725 Champagne 1.18 9.6
2726 Brandy 0.86 31.8
2727 Brandy 1.14 45.9
2728 Vodka 0.92 37.6
2729 Cider 1.73 49.0
2730 Milk 0.49 36.8
2731 Lemonade 1.6 28.3
2732 Juice 1.9 27.8
2733 Lemonade 1.09 21.3
2734 Fanta 1.91 8.9
2735 Gin 1.35 10.9
2736 Lemonade 1.67 32.3
2737 Sprite 1.92 24.2
2738 Fanta 0.45 21.2
2739 Brandy 1.59 13.4
2740 Rum 1.95 37.6
2741 Wine 0.65 13.6
2742 Rum 0.55 32.2
2743 Lemonade 0.37 13.1
2744 Water 0.68 16.9
2745 Juice 1.9 42.2
2746 Gin 1.98 26.7
2747 Brandy 0.62 28.4
2748 Soda 0.71 27.1
2749 Soda 1.15 5.3
2750 Coffee 1.61 29.6
2751 Beer 1.52 6.5
2752 Water 1.93 41.3
2753 Vodka 1.52 25.8
2754 Coffee 0.83 29.4
2755 Wine 0.41 37.2
2756 Lemonade 1.01 25.0
2757 Tonic 1.2 19.2
2758 Vodka 1.62 36.1
2759 Cider 1.38 1.2
2760 Milk 1.78 4.5
2761 Gin 1.66 29.2
2762 Cola 1.95 9.0
2763 Soda 1.66 40.5
2764 Brandy 1.82 44.5
2765 Gin 1.1 22.7
2766 Beer 1.53 25.1
2767 Brandy 0.79 36.9
2768 Juice 1.67 3.2
2769 Milk 1.58 24.4
2770 Coffee 0.5 41.1
2771 Gin 1.99 44.5
2772 Whiskey 0.33 7.7
2773 Lemonade 1.98 25.6
2774 Wine 1.54 47.9
2775 Gin 1.1 14.7
2776 Brandy 1.96 16.3
2777 Water 0.41 0.6
2778 Water 1.94 24.4
2779 Coffee 1.06 32.5
2780 Fanta 1.66 24.9
2781 Cider 1.59 35.8
2782 Cider 0.77 10.1
2783 Water 0.27 16.9
2784 Wine 1.6 40.3
2785 Juice 0.98 21.1
2786 Tea 1.89 42.6
2787 Champagne 0.46 33.8
2788 Rum 0.83 37.5
2789 Cola 0.68 23.5
2790 Lemonade 0.39 38.1
2791 Water 0.95 40.5
2792 Gin 1.04 12.9
2793 Fanta 0.33 43.4
2794 Coffee 1.41 21.7
2795 Tonic 1.43 4.6
2796 Soda 1.65 47.0
2797 Tonic 1.9 10.1
2798 Tonic 0.65 6.5
2799 Whiskey 1.17 21.1
2800 Cola 0.45 37.6
2801 Brandy 0.98 45.8
2802 Vodka 0.38 12.8
2803 Fanta 0.58 42.9
2804 Cola 1.88 10.1
2805 Soda 1.84 37.7
2806 Lemonade 0.21 49.4
2807 Vodka 0.98 45.1
2808 Coffee 0.92 32.0
2809 Fanta 0.91 36.7
2810 Juice 1.65 43.8
2811 Lemonade 0.71 5.6
2812 Tonic 0.72 17.6
2813 Tea 1.26 12.3
2814 Vodka 1.92 10.6
2815 Lemonade 0.77 36.1
2816 Whiskey 0.74 17.4
2817 Whiskey 1.2 48.4
2818 Wine 2.0 25.3
2819 Gin 1.66 20.7
2820 Gin 0.6 18.6
2821 Brandy 1.64 41.3
2822 Cola 0.36 35.5
2823 Beer 1.11 11.2
2824 Wine 1.67 47.9
2825 Water 1.32 3.3
2826 Lemonade 1.4 49.8
2827 Gin 1.14 17.6
2828 Fanta 0.44 26.6
2829 Beer 0.38 30.1
2830 Cider 1.16 19.5
2831 Tea 0.5 25.2
2832 Tea 0.78 8.0
2833 Tonic 0.32 26.8
2834 Champagne 1.97 10.4
2835 Tea 0.21 47.3
2836 Whiskey 1.23 42.8
2837 Soda 1.53 2.6
2838 Sprite 0.53 16.8
2839 Cola 0.86 36.5
2840 Tonic 1.88 41.7
2841 Vodka 0.95 6.1
2842 Wine 1.76 5.2
2843 Whiskey 0.25 50.0
2844 Champagne 1.86 17.5
2845 Gin 0.34 19.9
2846 Wine 0.65 46.3
2847 Soda 0.32 7.6
2848 Sprite 1.26 3.6
2849 Champagne 0.94 20.4
2850 Lemonade 1.41 29.5
2851 Gin 0.63 23.2
2852 Brandy 1.57 45.3
2853 Beer 0.42 31.2
2854 Wine 1.78 10.5
2855 Cider 1.2 24.7
2856 Cola 1.7 37.3
2857 Tea 0.47 21.1
2858 Water 0.62 18.6
2859 Champagne 1.64 17.9
2860 Tea 1.2 12.1
2861 Vodka 1.77 10.6
2862 Soda 1.85 40.7
2863 Soda 1.64 14.3
2864 Gin 0.52 31.2
2865 Wine 0.9 5.3
2866 Brandy 0.21 26.1
2867 Whiskey 1.78 45.8
2868 Cider 1.82 13.3
2869 Milk 1.7 12.7
2870 Juice 0.62 15.0
2871 Gin 1.64 12.6
2872 Brandy 1.51 49.0
2873 Vodka 0.42 41.2
2874 Cola 1.53 48.9
2875 Brandy 0.46 38.3
2876 Cider 1.48 27.1
2877 Sprite 0.73 49.6
2878 Milk 1.25 30.0
2879 Brandy 0.8 30.1
2880 Tea 0.81 16.4
2881 Tea 0.33 28.1
2882 Fanta 1.51 15.1
2883 Sprite 0.41 26.2
2884 Vodka 1.92 33.3
2885 Water 1.67 44.5
2886 Gin 1.07 22.9
2887 Coffee 0.79 10.7
2888 Soda 1.91 5.2
2889 Soda 1.49 10.8
2890 Rum 1.09 39.1
2891 Tonic 1.8 35.7
2892 Water 1.84 40.3
2893 Lemonade 0.4 29.7
2894 Gin 0.5 39.0
2895 Brandy 0.9 35.9
2896 Juice 0.45 26.7
2897 Brandy 1.1 25.9
2898 Juice 1.05 39.7
2899 Wine 1.23 27.3
2900 Fanta 1.35 19.5
2901 Water 1.88 26.6
2902 Soda 0.6 41.1
2903 Gin 0.8 18.5
2904 Soda 1.51 3.3
2905 Whiskey 1.54 6.2
2906 Cider 0.45 8.6
2907 Beer 0.52 20.1
2908 Champagne 0.84 35.5
2909 Brandy 1.68 35.1
2910 Rum 1.76 11.5
2911 Coffee 0.66 37.8
2912 Cola 1.36 9.0
2913 Cider 1.59 26.9
2914 Brandy 1.61 25.7
2915 Fanta 1.45 7.6
2916 Sprite 0.76 8.2
2917 Cider 1.6 21.2
2918 Whiskey 1.19 1.2
2919 Brandy 0.28 24.4
2920 Cider 1.69 33.8
2921 Sprite 0.8 46.5
2922 Vodka 1.02 31.2
2923 Champagne 1.61 25.6
2924 Water 0.71 6.8
2925 Whiskey 0.98 7.3
2926 Milk 1.12 21.9
2927 Soda 1.07 13.2
2928 Water 1.88 5.8
2929 Tonic 0.72 36.9
2930 Cola 1.24 37.8
2931 Fanta 0.36 45.0
2932 Gin 1.75 22.5
2933 Soda 0.32 18.2
2934 Cola 1.81 24.6
2935 Tonic 1.02 26.7
2936 Tonic 1.66 47.2
2937 Champagne 0.94 17.7
2938 Rum 1.65 48.3
2939 Sprite 1.17 31.2
2940 Rum 1.82 14.8
2941 Vodka 0.67 44.3
2942 Cola 1.13 4.6
2943 Beer 0.2 44.0
2944 Lemonade 1.69 27.9
2945 Sprite 0.38 17.7
2946 Tea 0.25 35.2
2947 Soda 1.65 47.9
2948 Sprite 0.68 10.4
2949 Beer 0.53 31.3
2950 Vodka 1.64 37.2
2951 Rum 1.21 29.6
2952 Rum 1.28 30.6
2953 Wine 1.06 1.8
2954 Tea 1.38 22.0
2955 Lemonade 0.79 29.1
2956 Fanta 1.09 22.1
2957 Gin 1.67 15.7
2958 Lemonade 0.78 9.4
2959 Milk 1.49 46.0
2960 Champagne 1.02 8.2
2961 Cider 0.68 45.2
2962 Cola 1.44 8.8
2963 Cola 0.5 13.0
2964 Lemonade 1.89 2.0
2965 Vodka 0.99 36.3
2966 Whiskey 1.92 10.0
2967 Gin 0.76 13.8
2968 Tonic 0.67 45.7
2969 Soda 1.31 47.3
2970 Cider 1.1 48.4
2971 Cola 1.72 1.4
2972 Juice 1.06 41.4
2973 Vodka 1.35 36.2
2974 Brandy 1.75 37.2
2975 Coffee 0.4 17.5
2976 Coffee 1.82 21.6
2977 Cider 0.94 15.1
2978 Wine 0.49 37.5
2979 Cider 0.2 8.0
2980 Sprite 1.87 19.3
2981 Vodka 0.62 5.2
2982 Gin 0.22 12.2
2983 Tonic 1.39 1.3
2984 Gin 0.42 34.5
2985 Coffee 1.42 33.2
2986 Rum 0.48 23.2
2987 Tonic 0.88 7.4
2988 Tonic 1.55 7.9
2989 Water 0.61 31.8
2990 Water 1.91 32.5
2991 Fanta 1.93 48.0
2992 Tonic 0.61 32.0
2993 Cider 1.39 44.2
2994 Rum 1.98 49.4
2995 Gin 1.49 5.8
2996 Tonic 1.15 16.0
2997 Cola 0.85 9.8
2998 Cola 0.6 25.6
2999 Fanta 0.94 7.5
3000 Sprite 1.31 4.0
3001 Wine 1.73 8.9
3002 Vodka 0.72 26.6
3003 Cider 0.47 2.3
3004 Vodka 1.16 35.0
3005 Coffee 1.7 24.1
3006 Cola 1.21 11.2
3007 Lemonade 0.65 38.1
3008 Wine 1.95 27.0
3009 Coffee 1.88 25.4
3010 Wine 0.3 5.5
3011 Rum 0.78 47.9
3012 Tea 0.6 29.1
3013 Vodka 1.62 35.6
3014 Tonic 0.37 39.9
3015 Water 1.34 35.7
3016 Brandy 1.04 4.6
3017 Milk 1.83 38.2
3018 Gin 1.11 47.3
3019 Lemonade 1.43 47.6
3020 Whiskey 1.07 30.1
3021 Vodka 1.35 22.4
3022 Soda 1.37 48.5
3023 Sprite 0.42 27.5
3024 Whiskey 0.68 29.1
3025 Soda 0.29 8.3
3026 Sprite 0.27 8.8
3027 Water 0.29 1.6
3028 Coffee 1.66 46.7
3029 Water 0.67 10.4
3030 Champagne 0.6 28.2
3031 Soda 0.81 19.2
3032 Soda 0.97 18.4
3033 Coffee 1.8 47.1
3034 Brandy 0.87 38.1
3035 Sprite 1.94 6.3
3036 Juice 1.27 16.5
3037 Sprite 1.4 42.6
3038 Gin 0.77 43.0
3039 Lemonade 1.57 15.0
3040 Gin 1.88 19.5
3041 Vodka 1.07 42.2
3042 Cider 0.78 2.9
3043 Coffee 1.74 45.6
3044 Tea 1.99 34.4
3045 Milk 1.7 11.6
3046 Lemonade 0.2 32.7
3047 Juice 1.31 19.3
3048 Vodka 0.72 36.0
3049 Water 1.35 37.0
3050 Cider 1.88 43.2
3051 Tea 0.46 42.1
3052 Champagne 0.49 3.8
3053 Tea 1.53 13.4
3054 Juice 1.47 48.8
3055 Fanta 1.43 39.2
3056 Soda 1.11 35.6
3057 Soda 1.22 43.5
3058 Lemonade 0.98 24.5
3059 Milk 0.69 2.2
3060 Soda 1.76 21.9
3061 Cider 0.58 21.1
3062 Gin 1.19 7.7
3063 Rum 0.8 50.0
3064 Tonic 1.95 1.8
3065 Fanta 1.11 22.1
3066 Brandy 1.1 13.0
3067 Cola 0.52 31.5
3068 Champagne 0.22 43.1
3069 Cider 1.52 19.3
3070 Coffee 1.64 43.4
3071 Wine 0.41 22.9
3072 Tonic 0.64 47.8
3073 Gin 0.61 20.1
3074 Water 1.72 1.0
3075 Sprite 1.59 4.1
3076 Cola 0.82 41.6
3077 Coffee 0.47 34.6
3078 Tonic 1.61 16.5
3079 Water 1.34 8.8
3080 Cola 0.62 28.9
3081 Cider 0.66 20.0
3082 Whiskey 1.18 8.5
3083 Champagne 1.96 48.5
3084 Rum 0.43 35.8
3085 Cola 0.94 26.6
3086 Water 1.17 41.5
3087 Beer 0.77 43.8
3088 Wine 0.28 20.9
3089 Cola 0.96 31.6
3090 Whiskey 0.75 29.9
3091 Fanta 1.85 19.0
3092 Coffee 1.55 25.7
3093 Soda 1.43 39.7
3094 Lemonade 0.39 14.0
3095 Tonic 0.42 18.0
3096 Whiskey 1.41 40.7
3097 Fanta 0.42 17.4
3098 Juice 1.52 13.0
3099 Tea 1.03 34.0
3100 Brandy 1.55 49.8
3101 Vodka 0.26 31.6
3102 Beer 1.2 5.3
3103 Beer 1.15 3.6
3104 Soda 0.64 7.5
3105 Cider 1.19 48.4
3106 Tonic 1.84 23.9
3107 Sprite 1.56 38.9
3108 Whiskey 0.66 33.0
3109 Cola 1.65 15.4
3110 Rum 0.35 10.4
3111 Wine 0.47 3.1
3112 Wine 2.0 33.2
3113 Whiskey 0.95 20.2
3114 Rum 0.65 11.9
3115 Cola 1.75 47.5
3116 Brandy 1.77 48.3
3117 Cola 1.29 32.7
3118 Vodka 1.56 41.6
3119 Wine 1.88 13.7
3120 Sprite 0.38 10.6
3121 Rum 0.81 14.2
3122 Vodka 1.45 36.5
3123 Juice 1.6 22.0
3124 Fanta 1.84 40.3
3125 Tea 1.57 6.3
3126 Champagne 1.32 33.4
3127 Rum 1.02 23.5
3128 Tea 1.33 6.4
3129 Milk 1.37 30.3
3130 Water 1.37 23.6
3131 Brandy 1.2 15.6
3132 Soda 0.39 9.1
3133 Sprite 1.97 45.3
3134 Milk 0.36 32.8
3135 Whiskey 0.68 33.2
3136 Milk 0.25 26.8
3137 Wine 1.79 36.7
3138 Champagne 1.44 18.5
3139 Champagne 0.46 32.8
3140 Champagne 1.21 20.9
3141 Cider 1.19 41.9
3142 Beer 1.12 20.9
3143 Milk 0.74 20.9
3144 Coffee 0.62 0.9
3145 Cider 0.52 7.5
3146 Cider 0.34 16.5
3147 Fanta 1.74 41.8
3148 Fanta 0.32 29.7
3149 Lemonade 0.57 25.1
3150 Lemonade 1.97 6.7
3151 Cider 1.38 22.0
3152 Milk 0.52 14.0
3153 Brandy 0.36 4.5
3154 Rum 1.23 19.7
3155 Juice 1.41 32.3
3156 Soda 0.55 16.1
3157 Soda 1.97 22.4
3158 Sprite 0.42 6.4
3159 Milk 1.5 15.0
3160 Whiskey 1.28 12.3
3161 Tea 1.48 14.4
3162 Fanta 0.58 40.6
3163 Rum 1.35 46.3
3164 Lemonade 0.96 37.5
3165 Cider 1.98 3.7
3166 Juice 0.72 32.5
3167 Coffee 0.37 2.1
3168 Champagne 1.66 49.1
3169 Champagne 0.52 46.0
3170 Beer 1.23 26.9
3171 Whiskey 1.96 17.9
3172 Soda 0.8 33.5
3173 Lemonade 1.99 35.1
3174 Tea 0.89 40.9
3175 Sprite 1.18 2.3
3176 Beer 0.63 18.2
3177 Tonic 1.09 39.9
3178 Gin 0.32 9.4
3179 Soda 0.93 7.4
3180 Tea 1.95 21.3
3181 Vodka 1.33 14.6
3182 Lemonade 1.22 21.3
3183 Tea 1.86 32.8
3184 Coffee 0.76 38.3
3185 Whiskey 1.02 34.9
3186 Cider 1.66 29.3
3187 Brandy 0.49 21.5
3188 Beer 1.86 33.9
3189 Fanta 1.48 41.0
3190 Fanta 1.32 18.4
3191 Tea 1.23 39.2
3192 Brandy 1.22 33.2
3193 Soda 1.58 41.9
3194 Juice 1.64 20.5
3195 Champagne 1.05 42.3
3196 Water 0.44 8.6
3197 Rum 1.33 43.3
3198 Beer 1.79 24.8
3199 Wine 0.43 41.4
3200 Tonic 0.51 14.6
3201 Sprite 0.76 39.9
3202 Sprite 0.78 21.9
3203 Juice 1.46 14.8
3204 Brandy 0.98 22.1
3205 Sprite 0.64 48.0
3206 Champagne 1.44 20.2
3207 Coffee 0.8 47.8
3208 Cider 1.74 15.0
3209 Tea 1.22 15.1
3210 Beer 0.69 26.7
3211 Coffee 1.17 2.8
3212 Gin 1.94 34.1
3213 Tonic 0.26 44.2
3214 Cola 0.28 46.2
3215 Tonic 1.82 12.1
3216 Tonic 1.62 14.7
3217 Sprite 0.62 43.9
3218 Cider 1.69 13.0
3219 Cider 0.44 16.3
3220 Lemonade 1.55 13.2
3221 Cider 0.82 47.4
3222 Juice 0.48 11.8
3223 Wine 0.47 7.1
3224 Vodka 1.24 2.7
3225 Champagne 1.56 8.9
3226 Brandy 0.96 25.5
3227 Milk 1.55 9.9
3228 Milk 0.73 28.7
3229 Gin 1.02 25.2
3230 Beer 1.05 48.3
3231 Whiskey 1.0 38.9
3232 Champagne 1.55 11.0
3233 Fanta 1.48 19.3
3234 Vodka 0.29 21.9
3235 Coffee 0.27 25.9
3236 Fanta 1.22 23.5
3237 Beer 0.59 15.3
3238 Beer 1.97 26.3
3239 Soda 0.57 37.1
3240 Juice 0.8 42.3
3241 Champagne 1.38 23.3
3242 Champagne 0.49 41.5
3243 Tea 1.25 18.2
3244 Wine 1.4 45.8
3245 Vodka 1.17 39.3
3246 Juice 1.89 12.7
3247 Milk 1.95 41.4
3248 Soda 0.96 31.5
3249 Lemonade 0.28 4.2
3250 Tea 0.97 10.9
3251 Juice 1.96 12.5
3252 Water 0.63 1.0
3253 Water 0.71 17.8
3254 Sprite 1.53 35.3
3255 Juice 0.31 25.2
3256 Vodka 0.82 9.4
3257 Tonic 1.03 32.5
3258 Brandy 1.69 32.1
3259 Milk 0.58 5.2
3260 Whiskey 1.41 3.0
3261 Beer 0.7 34.4
3262 Wine 0.97 48.4
3263 Gin 0.77 40.5
3264 Champagne 0.97 8.8
3265 Sprite 1.29 9.8
3266 Tea 1.27 49.2
3267 Tonic 1.95 36.1
3268 Water 1.55 24.5
3269 Water 1.92 42.7
3270 Tonic 1.52 22.3
3271 Water 1.51 33.2
3272 Water 0.82 33.0
3273 Whiskey 0.39 44.8
3274 Juice 1.45 27.6
3275 Milk 1.59 31.3
3276 Sprite 0.48 4.7
3277 Rum 1.35 36.0
3278 Brandy 1.88 2.8
3279 Tea 1.83 27.3
3280 Juice 0.27 4.3
3281 Tea 1.72 48.9
3282 Vodka 0.49 47.4
3283 Cola 0.97 37.8
3284 Sprite 1.21 33.3
3285 Sprite 0.53 34.7
3286 Brandy 1.87 14.9
3287 Milk 0.69 6.1
3288 Tonic 0.52 20.2
3289 Gin 1.61 6.4
3290 Milk 0.28 35.2
3291 Cider 0.25 15.6
3292 Brandy 0.36 17.7
3293 Tea 0.38 17.9
3294 Water 1.79 4.7
3295 Cider 0.46 10.7
3296 Coffee 0.32 27.8
3297 Tea 1.65 30.0
3298 Whiskey 1.58 4.3
3299 Juice 1.97 47.6
3300 Gin 1.89 12.3
3301 Whiskey 1.91 5.3
3302 Champagne 0.26 22.5
3303 Coffee 0.83 38.4
3304 Cider 1.78 3.4
3305 Coffee 0.99 34.5
3306 Cider 0.73 20.7
3307 Tea 1.75 43.3
3308 Wine 1.66 24.4
3309 Whiskey 0.37 20.7
3310 Vodka 1.3 4.8
3311 Champagne 1.38 31.0
3312 Vodka 1.21 26.9
3313 Cider 1.72 9.5
3314 Sprite 0.66 8.5
3315 Soda 0.39 36.4
3316 Vodka 1.24 27.9
3317 Cider 1.5 9.0
3318 Tea 1.48 32.9
3319 Cola 1.57 23.7
3320 Vodka 0.24 18.5
3321 Soda 1.06 47.5
3322 Fanta 0.87 47.9
3323 Juice 0.83 6.9
3324 Rum 0.31 25.2
3325 Soda 1.9 11.7
3326 Tea 0.98 31.5
3327 Brandy 1.18 20.9
3328 Soda 1.38 3.0
3329 Gin 1.08 18.1
3330 Water 0.48 27.0
3331 Rum 1.63 7.5
3332 Champagne 1.6 3.3
3333 Wine 1.3 44.2
3334 Cider 0.4 49.9
3335 Rum 0.81 20.2
3336 Sprite 0.4 24.9
3337 Sprite 1.49 37.9
3338 Cider 1.44 44.8
3339 Sprite 0.96 7.2
3340 Vodka 0.23 34.9
3341 Champagne 1.28 38.0
3342 Fanta 1.82 8.2
3343 Sprite 1.49 28.7
3344 Soda 1.45 11.5
3345 Lemonade 1.12 21.9
3346 Coffee 0.48 40.6
3347 Gin 1.32 24.3
3348 Gin 1.19 18.1
3349 Gin 1.73 4.9
3350 Tea 0.69 11.0
3351 Whiskey 0.54 2.1
3352 Brandy 0.9 38.1
3353 Water 0.59 18.3
3354 Wine 1.29 30.7
3355 Vodka 0.7 2.6
3356 Vodka 0.49 38.8
3357 Water 1.79 31.9
3358 Vodka 1.72 35.0
3359 Fanta 0.61 9.8
3360 Wine 0.42 10.3
3361 Tonic 0.93 18.8
3362 Tea 1.11 9.6
3363 Rum 1.62 17.8
3364 Cider 1.92 21.5
3365 Rum 0.62 14.4
3366 Tea 0.64 26.0
3367 Cola 1.32 43.0
3368 Tea 1.36 0.8
3369 Tonic 1.36 36.7
3370 Soda 0.28 25.1
3371 Brandy 0.62 38.0
3372 Beer 0.42 47.5
3373 Beer 1.42 9.9
3374 Sprite 1.59 29.2
3375 Fanta 0.23 9.7
3376 Cider 0.28 1.3
3377 Beer 0.95 32.1
3378 Champagne 1.32 45.2
3379 Wine 0.32 7.5
3380 Tonic 1.4 5.9
3381 Gin 0.6 41.6
3382 Soda 1.31 1.3
3383 Whiskey 0.37 41.7
3384 Soda 1.32 0.5
3385 Lemonade 1.51 43.1
3386 Brandy 1.97 10.2
3387 Champagne 0.74 35.2
3388 Gin 1.98 33.2
3389 Whiskey 0.45 49.6
3390 Fanta 0.57 41.9
3391 Whiskey 1.09 28.4
3392 Cola 0.94 11.6
3393 Water 0.69 1.5
3394 Water 0.94 41.9
3395 Coffee 1.04 27.9
3396 Tea 0.24 12.6
3397 Cola 1.43 23.2
3398 Tea 1.02 9.8
3399 Whiskey 1.45 9.6
3400 Soda 0.98 34.3
3401 Cola 1.78 45.3
3402 Tea 0.72 15.2
3403 Sprite 1.75 29.0
3404 Sprite 1.27 3.7
3405 Cola 0.27 5.1
3406 Tonic 1.65 18.5
3407 Milk 1.32 1.1
3408 Lemonade 1.16 45.7
3409 Tonic 0.52 11.1
3410 Cider 1.53 22.3
3411 Coffee 1.41 38.9
3412 Tea 1.08 22.5
3413 Champagne 0.64 32.4
3414 Lemonade 0.77 43.3
3415 Water 0.95 23.7
3416 Champagne 1.78 26.9
3417 Cider 0.89 14.2
3418 Gin 1.9 31.5
3419 Fanta 1.21 35.6
3420 Cider 1.22 41.1
3421 Coffee 0.58 18.6
3422 Fanta 0.24 13.0
3423 Gin 1.38 45.2
3424 Juice 0.41 35.0
3425 Champagne 1.92 46.7
3426 Beer 1.12 32.3
3427 Fanta 0.59 10.2
3428 Rum 1.99 34.1
3429 Brandy 1.45 32.0
3430 Milk 1.66 16.4
3431 Tea 1.0 40.7
3432 Rum 1.49 31.7
3433 Fanta 1.16 19.6
3434 Rum 0.84 40.3
3435 Fanta 1.36 26.7
3436 Water 1.95 33.1
3437 Tea 0.24 21.9
3438 Gin 1.0 41.7
3439 Sprite 1.19 46.4
3440 Rum 1.53 28.4
3441 Rum 1.54 29.3
3442 Coffee 1.01 11.9
3443 Sprite 1.37 17.0
3444 Sprite 1.04 28.3
3445 Brandy 1.03 28.8
3446 Champagne 0.67 1.1
3447 Fanta 0.88 25.2
3448 Soda 0.74 2.9
3449 Coffee 1.91 49.5
3450 Gin 1.57 40.2
3451 Beer 0.65 5.0
3452 Cola 0.49 6.0
3453 Tonic 1.15 48.0
3454 Tonic 1.55 14.7
3455 Milk 0.93 15.1
3456 Juice 0.45 24.8
3457 Fanta 0.34 40.2
3458 Lemonade 1.01 24.2
3459 Whiskey 1.33 22.6
3460 Fanta 0.23 6.5
3461 Milk 0.24 1.7
3462 Lemonade 1.87 22.4
3463 Coffee 1.7 26.2
3464 Brandy 0.49 19.1
3465 Tonic 1.02 8.3
3466 Rum 1.04 8.8
3467 Cola 1.64 10.3
3468 Gin 0.77 45.2
3469 Juice 0.93 8.4
3470 Cider 1.96 18.5
3471 Champagne 0.93 22.9
3472 Gin 1.89 21.5
3473 Champagne 0.32 28.2
3474 Wine 1.42 2.8
3475 Tea 0.42 21.8
3476 Soda 0.98 15.0
3477 Coffee 0.41 11.8
3478 Rum 0.27 39.0
3479 Sprite 0.83 28.1
3480 Cider 1.34 13.9
3481 Wine 1.55 37.2
3482 Whiskey 1.05 21.9
3483 Fanta 1.68 41.8
3484 Beer 1.79 24.4
3485 Rum 1.08 24.9
3486 Tonic 1.44 21.8
3487 Fanta 0.77 45.4
3488 Milk 0.32 39.9
3489 Milk 0.23 34.2
3490 Tonic 0.48 6.4
3491 Vodka 1.58 1.5
3492 Champagne 1.0 30.2
3493 Beer 1.47 11.8
3494 Soda 1.61 39.7
3495 Coffee 0.74 6.6
3496 Milk 0.83 2.0
3497 Water 0.35 17.6
3498 Wine 1.74 27.9
3499 Whiskey 1.04 33.7
3500 Milk 1.14 15.9
3501 Soda 1.11 32.7
3502 Juice 1.83 5.1
3503 Sprite 1.73 10.5
3504 Sprite 1.17 27.3
3505 Cola 1.93 9.4
3506 Tea 1.84 15.1
3507 Beer 1.82 9.9
3508 Champagne 0.26 25.0
3509 Milk 1.04 45.9
3510 Coffee 1.66 46.3
3511 Tonic 0.66 31.2
3512 Lemonade 0.41 30.9
3513 Tonic 1.54 47.4
3514 Water 1.51 5.7
