N Drinks Volume Price
2382 Wine 1.59 29.8
2383 Water 1.97 30.8
2384 Gin 0.68 2.8
2385 Beer 1.97 37.8
2386 Coffee 1.94 48.2
2387 Cola 0.84 9.2
2388 Tea 1.68 13.5
2389 Fanta 1.44 0.9
2390 Coffee 1.32 0.7
2391 Brandy 0.87 26.1
2392 Cola 0.32 18.2
2393 Brandy 1.25 24.4
2394 Water 1.52 29.6
2395 Vodka 0.77 34.0
2396 Sprite 0.45 9.0
2397 Soda 0.85 39.5
2398 Cola 1.66 46.2
2399 Gin 0.65 40.4
2400 Juice 1.3 29.9
2401 Vodka 1.44 38.0
2402 Tea 1.68 44.7
2403 Tonic 1.18 36.1
2404 Cola 0.24 23.1
2405 Cola 1.97 47.3
2406 Brandy 0.62 39.7
2407 Juice 1.7 24.9
2408 Tonic 0.84 4.0
2409 Lemonade 1.59 34.6
2410 Fanta 0.67 12.7
2411 Cola 0.87 38.8
2412 Wine 0.64 37.9
2413 Water 0.36 46.9
2414 Tea 1.82 25.6
2415 Coffee 0.61 24.7
2416 Water 0.83 44.0
2417 Whiskey 0.78 7.1
2418 Beer 0.31 44.0
2419 Rum 1.18 19.4
2420 Tonic 1.07 28.2
2421 Rum 1.47 13.6
2422 Gin 0.84 36.7
2423 Juice 0.55 25.5
2424 Wine 1.95 30.4
2425 Whiskey 0.51 13.4
2426 Beer 1.01 47.3
2427 Lemonade 0.31 36.7
2428 Tea 0.65 6.7
2429 Cola 0.94 25.5
2430 Lemonade 1.56 26.7
2431 Lemonade 0.45 28.5
2432 Fanta 1.64 16.4
2433 Vodka 1.99 43.3
2434 Brandy 1.07 18.1
2435 Fanta 1.73 20.1
2436 Soda 1.66 20.7
2437 Cider 1.81 1.6
2438 Coffee 0.7 27.2
2439 Whiskey 1.21 26.7
2440 Soda 1.41 41.5
2441 Milk 1.31 37.2
2442 Whiskey 1.47 31.0
2443 Gin 0.54 29.4
2444 Milk 0.81 23.3
2445 Whiskey 0.25 14.8
2446 Fanta 0.28 40.6
2447 Whiskey 0.25 35.9
2448 Gin 1.65 17.2
2449 Whiskey 1.92 12.1
2450 Vodka 0.84 44.3
2451 Rum 0.35 13.9
2452 Sprite 1.36 41.1
2453 Juice 0.72 38.8
2454 Gin 1.08 3.7
2455 Rum 1.0 29.4
2456 Fanta 0.52 47.1
2457 Vodka 0.8 16.9
2458 Champagne 1.8 0.9
2459 Soda 0.39 8.4
2460 Water 1.25 26.6
2461 Lemonade 0.67 5.7
2462 Tea 0.91 13.4
2463 Milk 0.47 46.0
2464 Whiskey 0.84 8.5
2465 Lemonade 1.62 48.7
2466 Soda 1.69 46.8
2467 Juice 1.84 3.9
2468 Fanta 1.53 22.5
2469 Cider 0.84 36.9
2470 Rum 1.71 38.2
2471 Whiskey 0.81 37.9
2472 Champagne 0.46 34.3
2473 Vodka 1.43 20.0
2474 Water 1.8 41.1
2475 Whiskey 1.57 2.1
2476 Wine 1.46 34.1
2477 Milk 0.88 8.3
2478 Lemonade 1.45 46.7
2479 Milk 1.35 31.7
2480 Sprite 1.64 40.7
2481 Vodka 1.87 45.2
2482 Juice 1.62 46.7
2483 Gin 0.31 38.9
2484 Wine 1.87 1.3
2485 Juice 0.61 31.3
2486 Water 1.02 2.2
2487 Brandy 1.11 44.9
2488 Whiskey 1.18 0.7
2489 Water 0.82 13.2
2490 Milk 1.94 46.7
2491 Wine 0.28 17.5
2492 Brandy 1.04 19.8
2493 Wine 0.55 29.4
2494 Juice 0.74 20.5
2495 Sprite 0.55 42.0
2496 Coffee 1.25 7.6
2497 Soda 1.44 44.3
2498 Beer 0.84 37.9
2499 Soda 0.79 18.7
2500 Rum 0.94 1.0
2501 Tea 0.27 18.2
2502 Soda 0.23 37.4
2503 Beer 0.87 23.3
2504 Milk 1.53 23.9
2505 Champagne 0.86 5.5
2506 Sprite 0.92 1.7
2507 Cider 1.98 6.7
2508 Soda 0.53 35.4
2509 Juice 1.24 27.6
2510 Tonic 1.14 9.2
2511 Cola 1.9 45.3
2512 Cola 1.48 31.8
2513 Rum 1.55 28.6
2514 Brandy 1.18 39.9
2515 Sprite 1.28 48.6
2516 Lemonade 0.63 13.8
2517 Beer 0.65 11.9
2518 Brandy 0.5 5.3
2519 Fanta 1.33 13.9
2520 Whiskey 1.61 12.9
2521 Soda 0.66 43.5
2522 Brandy 1.05 27.7
2523 Coffee 1.44 21.8
2524 Soda 1.66 34.5
2525 Sprite 1.71 20.0
2526 Fanta 1.69 19.1
2527 Rum 0.98 6.8
2528 Gin 1.51 40.8
2529 Fanta 1.18 5.8
2530 Gin 1.25 12.0
2531 Beer 1.53 21.4
2532 Milk 1.63 37.2
2533 Coffee 1.7 2.1
2534 Cola 1.66 42.9
2535 Cider 0.42 41.7
2536 Brandy 0.57 1.5
2537 Sprite 1.28 47.7
2538 Cider 0.28 7.2
2539 Lemonade 1.91 22.1
2540 Milk 0.98 35.6
2541 Rum 0.33 41.8
2542 Gin 1.4 42.7
2543 Water 0.54 20.7
2544 Sprite 1.03 25.7
2545 Cola 0.3 19.3
2546 Soda 0.8 11.1
2547 Sprite 1.07 35.8
2548 Lemonade 1.35 41.1
2549 Coffee 0.82 11.2
2550 Rum 0.72 43.0
2551 Vodka 1.4 15.7
2552 Water 1.25 46.2
2553 Fanta 1.24 15.5
2554 Sprite 1.97 21.8
2555 Brandy 0.77 42.4
2556 Cider 1.68 11.8
2557 Soda 1.43 4.5
2558 Tonic 0.45 25.3
2559 Champagne 0.84 5.0
2560 Cola 1.88 27.0
2561 Soda 0.64 10.3
2562 Tea 1.85 22.1
2563 Beer 1.16 46.6
2564 Wine 0.77 10.3
2565 Water 1.75 4.7
2566 Beer 0.85 17.1
2567 Vodka 1.88 30.6
2568 Coffee 0.99 48.9
2569 Whiskey 0.8 41.1
2570 Sprite 1.71 10.3
2571 Rum 0.97 10.4
2572 Beer 1.85 16.3
2573 Champagne 1.98 10.9
2574 Wine 0.67 10.9
2575 Juice 1.44 11.3
2576 Tonic 0.3 44.4
2577 Soda 1.34 14.0
2578 Tea 1.44 39.8
2579 Brandy 0.34 29.3
2580 Gin 0.84 36.2
2581 Soda 1.55 37.7
2582 Milk 1.34 36.6
2583 Cider 1.21 15.2
2584 Juice 1.94 44.9
2585 Cola 0.4 11.6
2586 Lemonade 1.09 49.5
2587 Beer 0.55 38.0
2588 Vodka 0.7 28.9
2589 Water 0.21 43.2
2590 Water 1.68 49.5
2591 Soda 1.17 10.0
2592 Cola 1.28 10.3
2593 Whiskey 0.64 7.1
2594 Champagne 0.41 40.0
2595 Rum 1.27 18.8
2596 Whiskey 0.65 15.7
2597 Gin 1.14 9.7
2598 Juice 0.41 14.1
2599 Coffee 0.28 46.6
2600 Cider 1.27 12.7
2601 Vodka 1.99 31.3
2602 Wine 0.23 37.1
2603 Cola 1.0 45.9
2604 Juice 0.59 7.4
2605 Cola 1.26 43.9
2606 Whiskey 1.19 6.9
2607 Rum 1.11 25.1
2608 Milk 0.75 15.6
2609 Tonic 1.93 17.3
2610 Juice 1.1 18.3
2611 Cola 1.25 27.5
2612 Sprite 0.98 35.0
2613 Wine 1.67 31.5
2614 Gin 1.49 4.9
2615 Soda 0.3 43.4
2616 Brandy 1.84 48.8
2617 Soda 1.63 15.3
2618 Beer 1.11 41.9
2619 Gin 1.33 18.1
2620 Cola 0.91 36.9
2621 Milk 0.59 27.8
2622 Rum 1.49 35.5
2623 Brandy 1.55 6.0
2624 Tea 0.92 23.4
2625 Cider 1.58 29.2
2626 Fanta 0.49 1.2
2627 Whiskey 1.53 37.3
2628 Wine 1.53 24.3
2629 Whiskey 1.73 12.0
2630 Beer 1.83 46.4
2631 Whiskey 1.77 27.7
2632 Fanta 1.65 11.1
2633 Champagne 1.81 12.1
2634 Whiskey 1.83 0.6
2635 Sprite 0.57 49.0
2636 Tonic 0.95 9.3
2637 Sprite 1.9 41.8
2638 Cola 0.33 36.8
2639 Cider 1.23 20.8
2640 Coffee 1.89 38.4
2641 Vodka 0.89 5.5
2642 Champagne 1.35 21.9
2643 Juice 0.46 9.8
2644 Cola 1.66 12.3
2645 Lemonade 1.71 48.5
2646 Cola 1.13 4.4
2647 Wine 0.29 37.2
2648 Gin 0.9 28.8
2649 Vodka 1.89 43.1
2650 Tonic 1.21 6.9
2651 Lemonade 0.61 17.6
2652 Cider 1.19 36.7
2653 Lemonade 1.07 2.6
2654 Sprite 0.44 15.9
2655 Sprite 0.54 5.7
2656 Champagne 1.68 33.2
2657 Tea 1.22 29.7
2658 Gin 1.21 39.4
2659 Juice 0.21 21.8
2660 Water 0.21 31.6
2661 Sprite 0.37 19.2
2662 Champagne 1.79 21.5
2663 Tonic 1.51 36.3
2664 Rum 0.8 25.9
2665 Tonic 0.38 38.4
2666 Water 0.25 48.3
2667 Gin 0.76 33.9
2668 Rum 1.84 7.9
2669 Gin 1.77 48.0
2670 Vodka 0.78 39.2
2671 Water 0.73 18.2
2672 Lemonade 1.53 35.1
2673 Cider 1.63 23.5
2674 Beer 1.78 43.1
2675 Champagne 1.87 46.7
2676 Beer 0.28 15.9
2677 Rum 1.09 47.7
2678 Beer 1.46 8.0
2679 Cider 0.21 24.0
2680 Brandy 0.85 40.7
2681 Sprite 0.38 49.5
2682 Wine 1.03 6.4
2683 Vodka 0.29 33.2
2684 Brandy 1.59 25.9
2685 Rum 1.26 30.7
2686 Lemonade 1.96 37.3
2687 Cola 1.68 4.5
2688 Rum 1.57 43.6
2689 Gin 1.05 20.0
2690 Tea 0.87 5.3
2691 Champagne 0.35 32.3
2692 Vodka 1.47 4.9
2693 Wine 0.34 38.5
2694 Cola 1.09 15.9
2695 Milk 1.23 47.1
2696 Sprite 1.83 18.2
2697 Wine 1.02 13.9
2698 Soda 1.08 14.8
2699 Tonic 0.41 15.2
2700 Rum 1.02 22.4
2701 Coffee 0.8 23.9
2702 Water 1.58 35.1
2703 Juice 0.64 28.2
2704 Lemonade 0.27 42.7
2705 Whiskey 1.0 23.3
2706 Champagne 0.56 15.2
2707 Beer 1.94 43.7
2708 Lemonade 1.61 14.4
2709 Tea 1.56 15.1
2710 Soda 1.18 40.2
2711 Milk 1.48 19.3
2712 Cola 0.98 38.7
2713 Coffee 0.33 11.1
2714 Coffee 0.44 2.2
2715 Soda 1.87 11.4
2716 Tea 0.27 48.7
2717 Beer 1.89 3.7
2718 Champagne 0.78 49.3
2719 Tea 0.44 0.9
2720 Whiskey 0.57 28.2
2721 Juice 0.72 46.2
2722 Wine 1.43 14.7
2723 Wine 1.82 9.4
2724 Beer 1.64 26.8
2725 Vodka 0.51 13.6
2726 Lemonade 0.28 25.5
2727 Cola 0.79 4.0
2728 Water 0.83 21.8
2729 Sprite 0.62 42.3
2730 Coffee 1.66 43.8
2731 Milk 0.59 35.8
2732 Soda 1.89 22.4
2733 Tonic 0.27 11.2
2734 Tea 0.77 41.4
2735 Sprite 0.43 13.1
2736 Champagne 0.22 26.3
2737 Juice 1.33 49.2
2738 Juice 0.21 13.1
2739 Water 0.82 43.9
2740 Milk 1.15 27.0
2741 Water 1.9 1.0
2742 Cider 1.86 17.0
2743 Beer 1.45 2.6
2744 Rum 1.27 10.5
2745 Sprite 1.18 35.1
2746 Water 1.89 29.2
2747 Cider 0.74 39.0
2748 Whiskey 1.26 40.3
2749 Sprite 0.92 20.2
2750 Cider 1.06 23.9
2751 Milk 0.24 45.3
2752 Fanta 0.35 21.5
2753 Soda 0.96 43.8
2754 Wine 0.63 47.6
2755 Milk 1.16 21.9
2756 Milk 1.59 36.3
2757 Cola 1.39 49.8
2758 Tonic 1.45 39.2
2759 Tonic 0.68 39.0
2760 Sprite 0.51 43.2
2761 Wine 1.15 21.9
2762 Champagne 0.87 9.1
2763 Wine 0.66 28.4
2764 Cola 1.37 34.3
2765 Rum 1.2 33.9
2766 Soda 1.79 20.8
2767 Sprite 1.68 40.9
2768 Lemonade 1.1 31.7
2769 Coffee 1.9 8.6
2770 Cola 0.53 20.0
2771 Milk 1.63 25.7
2772 Vodka 0.68 20.8
2773 Fanta 1.82 17.6
2774 Soda 1.98 3.7
2775 Rum 1.51 7.4
2776 Water 1.0 14.4
2777 Fanta 0.54 17.9
2778 Lemonade 0.27 14.8
2779 Tonic 1.86 2.0
2780 Tea 1.61 28.6
2781 Beer 1.3 22.1
2782 Whiskey 0.61 38.2
2783 Cider 0.9 29.3
2784 Fanta 1.1 13.7
2785 Cola 0.39 24.5
2786 Tonic 0.57 43.4
2787 Vodka 1.89 17.6
2788 Brandy 1.11 43.9
2789 Gin 0.88 9.1
2790 Soda 1.92 26.9
2791 Champagne 1.22 11.7
2792 Cider 0.3 29.4
2793 Tea 1.57 20.6
2794 Whiskey 0.33 3.7
2795 Juice 0.31 9.4
2796 Cola 0.78 24.1
2797 Champagne 1.31 46.6
2798 Fanta 1.73 22.4
2799 Wine 1.2 42.9
2800 Tea 1.0 47.7
2801 Fanta 0.97 4.7
2802 Wine 0.7 20.1
2803 Tonic 1.49 46.5
2804 Vodka 1.82 5.5
2805 Champagne 0.6 3.6
2806 Soda 0.93 26.9
2807 Gin 0.86 26.3
2808 Juice 1.59 18.9
2809 Champagne 0.64 18.8
2810 Wine 1.02 9.5
2811 Fanta 0.77 1.8
2812 Beer 0.56 43.0
2813 Vodka 0.81 36.3
2814 Cola 1.42 10.2
2815 Soda 0.77 44.7
2816 Gin 1.63 8.2
2817 Fanta 1.52 38.8
2818 Cola 1.43 5.8
2819 Juice 0.45 7.9
2820 Whiskey 0.71 19.1
2821 Whiskey 1.83 23.5
2822 Cola 1.19 29.0
2823 Sprite 0.71 13.0
2824 Coffee 0.82 42.4
2825 Sprite 1.01 24.9
2826 Fanta 1.53 8.2
2827 Tea 1.27 20.0
2828 Water 0.5 41.3
2829 Whiskey 0.61 25.1
2830 Juice 0.54 43.2
2831 Soda 0.64 6.8
2832 Vodka 1.11 11.2
2833 Beer 1.92 22.0
2834 Soda 1.05 9.2
2835 Lemonade 0.57 24.9
2836 Milk 1.97 7.7
2837 Gin 0.73 22.9
2838 Beer 1.69 7.8
2839 Cider 1.0 1.9
2840 Vodka 1.83 22.4
2841 Tonic 1.47 33.1
2842 Beer 0.33 22.3
2843 Rum 1.61 40.4
2844 Sprite 1.53 21.6
2845 Tonic 1.8 24.4
2846 Soda 0.43 0.6
2847 Brandy 0.69 23.3
2848 Champagne 1.8 6.6
2849 Milk 1.39 43.5
2850 Tonic 1.63 49.1
2851 Vodka 0.7 44.8
2852 Whiskey 0.99 21.1
2853 Fanta 0.66 31.5
2854 Wine 1.78 19.6
2855 Water 0.92 4.8
2856 Brandy 1.84 49.4
2857 Whiskey 1.27 47.3
2858 Beer 1.19 21.8
2859 Vodka 1.56 27.6
2860 Tea 1.71 41.2
2861 Tea 0.92 14.1
2862 Gin 0.28 45.4
2863 Cola 1.1 47.8
2864 Rum 1.19 18.5
2865 Sprite 0.47 26.3
2866 Beer 1.05 36.6
2867 Juice 1.9 2.5
2868 Brandy 1.61 5.0
2869 Sprite 1.15 35.8
2870 Juice 1.28 35.8
2871 Whiskey 1.65 26.6
2872 Juice 1.86 45.6
2873 Beer 1.81 24.9
2874 Beer 1.87 28.9
2875 Water 1.99 47.7
2876 Brandy 1.85 26.7
2877 Cola 1.51 10.9
2878 Vodka 0.56 43.2
2879 Lemonade 1.07 45.0
2880 Tonic 1.74 4.3
2881 Sprite 0.36 35.6
2882 Tonic 1.89 18.2
2883 Brandy 0.7 12.9
2884 Rum 1.1 9.5
2885 Tea 0.62 14.4
2886 Wine 0.52 42.3
2887 Tonic 0.6 36.7
2888 Cola 0.59 6.2
2889 Whiskey 0.25 10.3
2890 Juice 1.43 44.9
2891 Juice 0.55 36.6
2892 Cider 1.48 44.4
2893 Cider 0.46 21.9
2894 Fanta 1.6 23.0
2895 Soda 1.82 15.0
2896 Sprite 1.09 12.7
2897 Beer 0.83 27.0
2898 Gin 1.65 9.3
2899 Cola 1.85 45.2
2900 Fanta 0.66 13.5
2901 Sprite 0.91 43.1
2902 Coffee 0.98 24.8
2903 Whiskey 0.98 9.3
2904 Rum 0.91 18.6
2905 Sprite 1.38 21.3
2906 Tonic 1.55 35.0
2907 Vodka 1.11 11.0
2908 Tea 1.42 38.0
2909 Sprite 1.48 20.3
2910 Gin 1.23 14.5
2911 Milk 1.87 30.8
2912 Whiskey 1.7 13.2
2913 Coffee 0.93 44.3
2914 Tonic 0.62 16.8
2915 Beer 1.33 47.5
2916 Juice 1.37 15.0
2917 Brandy 1.73 45.9
2918 Juice 0.51 3.0
2919 Coffee 1.59 6.7
2920 Water 1.85 36.9
2921 Wine 0.39 29.4
2922 Rum 0.27 49.4
2923 Cola 0.24 13.6
2924 Milk 1.48 18.2
2925 Juice 1.5 15.9
2926 Wine 1.25 30.4
2927 Cola 1.47 7.6
2928 Fanta 1.68 47.3
2929 Coffee 1.56 1.7
2930 Rum 0.25 4.6
2931 Gin 0.94 31.7
2932 Juice 0.33 31.3
2933 Tonic 0.69 6.7
2934 Coffee 1.82 2.3
2935 Sprite 0.98 29.7
2936 Soda 1.11 28.2
2937 Beer 0.99 30.2
2938 Milk 1.23 48.5
2939 Juice 0.86 5.8
2940 Brandy 1.87 48.7
2941 Wine 1.57 9.3
2942 Cola 0.38 46.9
2943 Rum 1.73 4.7
2944 Wine 1.6 29.1
2945 Lemonade 1.86 14.9
2946 Soda 0.34 38.9
2947 Beer 0.78 16.1
2948 Coffee 1.57 27.2
2949 Champagne 1.18 29.3
2950 Rum 1.98 13.3
2951 Vodka 0.61 7.7
2952 Juice 1.55 3.1
2953 Tonic 0.67 47.9
2954 Tea 1.08 13.0
2955 Juice 1.09 39.6
2956 Juice 1.77 49.1
2957 Wine 1.0 33.6
2958 Milk 1.84 15.7
2959 Sprite 0.82 10.1
2960 Sprite 0.58 32.6
2961 Sprite 1.25 23.1
2962 Lemonade 0.6 16.2
2963 Coffee 1.96 31.9
2964 Rum 0.39 27.4
2965 Wine 1.41 43.6
2966 Tea 1.31 29.5
2967 Water 0.77 10.1
2968 Water 0.24 23.6
2969 Lemonade 1.35 45.9
2970 Milk 1.36 34.0
2971 Whiskey 0.99 42.4
2972 Lemonade 1.17 7.9
2973 Gin 1.43 32.8
2974 Sprite 0.27 15.6
2975 Brandy 1.81 18.8
2976 Tea 1.32 17.6
2977 Gin 1.59 26.5
2978 Sprite 0.45 1.0
2979 Rum 0.82 10.5
2980 Cola 1.75 41.2
2981 Fanta 0.45 30.4
2982 Rum 1.46 24.7
2983 Vodka 1.06 1.3
2984 Milk 1.73 29.1
2985 Brandy 1.27 4.8
2986 Rum 1.69 46.2
2987 Tonic 0.56 18.4
2988 Rum 1.02 11.2
2989 Water 1.85 48.4
2990 Wine 1.0 24.9
2991 Coffee 0.88 22.2
2992 Rum 1.94 24.7
2993 Coffee 1.61 27.8
2994 Water 1.77 34.0
2995 Wine 0.24 33.0
2996 Tea 1.66 7.2
2997 Fanta 0.93 14.7
2998 Cider 1.58 49.1
2999 Lemonade 1.37 11.5
3000 Brandy 1.12 40.6
3001 Champagne 1.62 24.7
3002 Vodka 1.25 40.7
3003 Champagne 0.61 32.6
3004 Tonic 0.85 47.7
3005 Wine 1.9 24.2
3006 Lemonade 0.44 28.4
3007 Sprite 1.72 14.5
3008 Cider 0.99 38.2
3009 Water 1.74 15.1
3010 Lemonade 0.87 7.8
3011 Lemonade 0.66 17.9
3012 Wine 1.32 22.7
3013 Fanta 0.57 35.8
3014 Sprite 1.19 19.9
3015 Soda 1.69 14.3
3016 Rum 0.25 28.5
3017 Water 1.88 10.9
3018 Tonic 0.73 29.6
3019 Coffee 1.85 18.8
3020 Soda 1.67 12.0
3021 Whiskey 0.91 10.6
3022 Fanta 1.1 22.3
3023 Tea 1.6 44.2
3024 Tonic 1.55 18.6
3025 Water 1.67 40.8
3026 Soda 0.79 44.2
3027 Rum 1.36 19.8
3028 Milk 1.62 45.0
3029 Champagne 0.97 49.5
3030 Juice 1.45 39.6
3031 Milk 0.42 18.8
3032 Tea 0.58 41.5
3033 Sprite 0.35 6.5
3034 Gin 1.82 13.8
3035 Champagne 0.7 47.4
3036 Champagne 1.25 48.8
3037 Sprite 1.91 9.4
3038 Sprite 1.15 47.4
3039 Brandy 1.56 41.8
3040 Brandy 0.74 6.1
3041 Vodka 0.91 6.7
3042 Coffee 0.89 15.1
3043 Wine 1.7 44.4
3044 Water 1.09 29.0
3045 Beer 0.86 25.1
3046 Soda 0.22 38.1
3047 Wine 1.43 44.5
3048 Tea 1.87 39.3
3049 Soda 0.23 38.6
3050 Whiskey 1.95 3.2
3051 Sprite 1.52 25.4
3052 Coffee 1.34 10.2
3053 Cider 0.94 5.2
3054 Whiskey 1.28 11.4
3055 Milk 1.79 47.1
3056 Juice 1.52 48.5
3057 Sprite 0.47 11.0
3058 Fanta 0.78 22.0
3059 Soda 1.45 39.2
3060 Champagne 1.73 45.5
3061 Coffee 0.5 1.9
3062 Brandy 1.1 0.7
3063 Tea 0.38 36.7
3064 Cola 0.71 32.1
3065 Milk 1.54 37.3
3066 Juice 1.38 11.8
3067 Wine 0.36 40.9
3068 Gin 0.58 17.1
3069 Cola 0.36 46.8
3070 Fanta 1.75 44.4
3071 Vodka 1.75 44.2
3072 Sprite 0.26 38.9
3073 Fanta 1.78 29.5
3074 Vodka 0.59 31.8
3075 Juice 0.56 25.1
3076 Lemonade 1.56 26.2
3077 Cola 0.8 24.3
3078 Tonic 0.34 37.4
3079 Coffee 0.52 30.7
3080 Champagne 1.83 28.2
3081 Coffee 1.66 49.1
3082 Sprite 1.92 6.5
3083 Tonic 0.48 25.2
3084 Coffee 1.91 38.7
3085 Whiskey 1.41 15.4
3086 Rum 1.66 24.6
3087 Water 1.72 15.5
3088 Fanta 1.4 38.2
3089 Vodka 0.6 12.4
3090 Fanta 0.53 4.3
3091 Rum 1.39 37.1
3092 Juice 1.15 25.8
3093 Wine 0.38 24.5
3094 Water 0.41 27.5
3095 Vodka 0.31 6.7
3096 Tonic 1.64 35.3
3097 Fanta 1.72 11.8
3098 Champagne 0.99 44.9
3099 Gin 0.22 23.9
3100 Beer 1.33 29.1
3101 Champagne 0.65 32.4
3102 Soda 1.71 30.6
3103 Rum 0.24 45.5
3104 Whiskey 1.07 26.1
3105 Fanta 1.62 12.2
3106 Sprite 0.8 47.7
3107 Rum 0.5 46.2
3108 Beer 1.09 49.2
3109 Champagne 0.37 40.4
3110 Sprite 0.41 40.0
3111 Water 1.54 13.9
3112 Cola 1.29 7.7
3113 Tonic 0.65 11.9
3114 Brandy 0.73 22.5
3115 Wine 0.39 3.9
3116 Wine 1.3 18.1
3117 Water 1.09 2.7
3118 Champagne 1.96 19.3
3119 Whiskey 1.29 22.9
3120 Fanta 0.33 45.3
3121 Champagne 0.29 42.0
3122 Cider 0.85 41.4
3123 Fanta 0.68 9.0
3124 Tea 0.94 23.1
3125 Sprite 1.08 13.8
3126 Beer 1.22 29.4
3127 Beer 1.26 7.5
3128 Gin 0.26 15.3
3129 Coffee 0.86 31.4
3130 Tonic 1.18 36.4
3131 Soda 1.79 14.1
3132 Brandy 0.31 18.9
3133 Champagne 1.02 44.1
3134 Tonic 0.25 20.9
3135 Whiskey 1.9 36.7
3136 Gin 1.16 8.9
3137 Brandy 0.98 32.5
3138 Cider 0.33 22.8
3139 Beer 0.28 17.8
3140 Coffee 1.41 30.7
3141 Water 0.28 44.4
3142 Tonic 1.71 31.7
3143 Soda 0.96 17.4
3144 Cola 1.12 26.6
3145 Champagne 1.36 10.1
3146 Water 1.5 33.4
3147 Wine 0.45 37.3
3148 Fanta 0.88 38.1
3149 Beer 0.54 32.2
3150 Wine 0.57 8.8
3151 Wine 1.24 7.0
3152 Beer 0.41 17.8
3153 Beer 0.38 4.4
3154 Champagne 1.54 24.6
3155 Sprite 1.98 42.8
3156 Cola 0.84 49.3
3157 Fanta 0.54 16.9
3158 Tonic 0.46 31.1
3159 Vodka 0.86 1.0
3160 Gin 1.93 18.1
3161 Cider 1.54 22.2
3162 Juice 0.74 26.3
3163 Coffee 1.48 26.0
3164 Lemonade 0.37 49.7
3165 Lemonade 1.85 7.5
3166 Cider 1.45 20.1
3167 Cola 1.86 39.7
3168 Water 0.72 41.2
3169 Wine 1.62 37.6
3170 Fanta 0.22 7.2
3171 Tea 0.35 32.8
3172 Cola 0.72 47.7
3173 Whiskey 1.4 18.4
3174 Cola 1.14 16.8
3175 Champagne 1.89 28.7
3176 Sprite 0.81 35.9
3177 Juice 1.24 13.6
3178 Water 1.86 16.3
3179 Wine 0.25 4.5
3180 Soda 1.8 37.6
3181 Wine 0.76 9.5
3182 Cola 0.38 22.2
3183 Vodka 0.41 34.0
3184 Cola 0.59 36.4
3185 Beer 0.62 33.6
3186 Brandy 1.42 25.1
3187 Vodka 1.59 41.5
3188 Soda 0.64 7.8
3189 Fanta 1.63 47.5
3190 Vodka 0.94 40.1
3191 Juice 0.93 11.4
3192 Coffee 0.3 18.0
3193 Cola 1.51 10.6
3194 Juice 1.55 37.5
3195 Sprite 0.75 27.5
3196 Tonic 1.52 42.5
3197 Cola 1.42 49.7
3198 Coffee 1.19 36.6
3199 Beer 0.93 21.2
3200 Fanta 0.68 18.8
3201 Soda 1.4 35.3
3202 Cola 1.42 43.8
3203 Fanta 0.47 3.6
3204 Gin 1.99 14.0
3205 Milk 1.92 3.9
3206 Sprite 1.67 38.0
3207 Cider 1.25 5.4
3208 Gin 1.99 5.0
3209 Sprite 1.33 6.7
3210 Lemonade 0.29 42.3
3211 Wine 1.73 9.8
3212 Sprite 1.79 25.8
3213 Fanta 0.89 35.9
3214 Water 0.34 48.4
3215 Tonic 0.75 30.4
3216 Juice 0.99 29.3
3217 Wine 1.02 11.5
3218 Whiskey 1.03 5.7
3219 Gin 1.69 10.0
3220 Brandy 1.85 31.8
3221 Coffee 0.59 49.7
3222 Champagne 0.42 5.5
3223 Brandy 0.83 3.7
3224 Coffee 1.18 21.3
3225 Sprite 1.94 9.9
3226 Tea 0.5 3.7
3227 Cider 1.92 25.4
3228 Cider 1.23 22.8
3229 Cola 1.27 44.3
3230 Water 1.31 46.0
3231 Cider 1.73 48.6
3232 Tonic 0.59 12.7
3233 Cider 1.71 39.4
3234 Coffee 0.73 48.8
3235 Vodka 0.45 27.5
3236 Juice 1.67 49.3
3237 Wine 0.79 16.3
3238 Lemonade 1.44 8.3
3239 Water 0.77 32.2
3240 Beer 0.58 33.9
3241 Coffee 1.45 10.4
3242 Tonic 1.24 5.3
3243 Beer 0.49 3.5
3244 Water 0.94 45.8
3245 Cola 1.2 27.1
3246 Whiskey 1.38 16.2
3247 Vodka 0.21 27.1
3248 Water 1.21 47.2
3249 Whiskey 0.81 10.8
3250 Water 1.28 34.4
3251 Tonic 1.9 37.6
3252 Water 1.41 9.0
3253 Vodka 1.01 41.8
3254 Tea 0.98 38.6
3255 Beer 1.96 19.6
3256 Fanta 1.63 17.8
3257 Juice 1.25 2.9
3258 Fanta 0.41 36.1
3259 Sprite 0.36 15.9
3260 Beer 1.22 20.6
3261 Beer 0.52 42.2
3262 Brandy 0.51 37.5
3263 Lemonade 0.55 24.5
3264 Soda 1.55 19.5
3265 Sprite 1.77 47.2
3266 Milk 0.25 29.2
3267 Brandy 1.01 42.4
3268 Beer 1.29 10.4
3269 Rum 1.46 31.1
3270 Soda 0.81 45.5
3271 Soda 0.25 19.2
3272 Champagne 1.37 25.0
3273 Whiskey 1.02 8.4
3274 Champagne 1.75 20.7
3275 Sprite 0.25 23.0
3276 Beer 1.64 17.9
3277 Tonic 0.35 7.2
3278 Coffee 1.06 27.0
3279 Fanta 1.29 17.0
3280 Vodka 0.63 49.3
3281 Coffee 0.52 2.2
3282 Vodka 1.81 24.1
3283 Juice 1.95 29.6
